,age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
6413,34,181087,11,0,2,0,1,0,0,45,1,1,2
6414,37,305597,13,0,2,0,1,0,0,45,1,0,1
6415,49,311671,10,0,2,0,1,0,0,40,1,0,0
6416,74,129879,9,1,3,0,0,1,0,40,1,0,1
6417,37,83375,9,1,3,0,1,0,0,40,1,1,1
6418,20,115824,7,0,2,0,1,0,1,40,1,1,1
6419,40,141657,9,0,1,0,0,0,0,35,1,0,1
6420,34,50276,13,1,3,0,1,1,0,40,1,0,1
6421,30,177216,15,0,2,3,1,0,1,40,0,1,1
6422,44,228057,9,1,3,0,0,0,0,40,0,1,1
6423,40,222848,6,0,1,3,0,0,0,32,1,1,1
6424,58,121111,9,0,1,0,0,0,0,40,0,1,1
6425,44,298885,9,0,2,0,1,0,0,40,1,1,1
6426,42,149909,10,0,2,0,1,0,0,25,1,0,1
6427,39,387430,9,1,3,0,1,0,0,18,1,1,1
6428,19,121972,9,1,4,3,1,0,0,40,1,1,1
6429,41,280167,14,0,2,0,1,1,0,70,1,0,1
6430,29,191355,14,1,3,0,1,0,0,40,1,1,0
6431,34,112115,10,1,5,0,1,0,0,40,1,1,0
6433,27,211032,1,0,5,0,1,1,0,24,0,1,1
6434,54,199307,10,1,0,0,0,0,0,48,1,1,1
6435,40,205175,9,1,0,3,0,0,0,37,1,1,1
6436,19,257750,10,1,5,0,0,0,0,25,1,1,1
6437,17,191260,7,1,4,0,1,1,0,10,1,1,1
6438,33,342730,10,0,2,0,1,0,0,52,1,1,1
6439,80,249983,4,1,3,0,0,0,0,24,1,1,1
6440,24,161508,9,1,4,0,1,0,0,50,1,1,2
6441,28,338376,13,1,4,0,1,0,0,40,1,1,1
6442,55,334308,9,0,1,0,0,0,0,30,1,0,1
6443,21,133471,10,1,4,0,1,0,0,40,1,1,1
6444,51,129177,9,1,3,0,0,0,0,38,1,1,1
6445,19,178811,9,1,4,3,0,0,0,40,1,1,1
6446,42,178537,9,1,3,0,0,0,0,24,1,1,1
6447,60,235535,9,0,2,0,1,0,0,48,1,1,2
6449,51,145114,9,1,3,0,0,0,0,40,1,1,1
6450,21,194096,10,1,4,0,0,0,0,40,1,1,1
6451,37,191779,10,0,2,0,1,0,0,40,1,1,0
6452,26,159732,9,1,3,0,1,0,0,52,1,1,1
6453,42,170230,14,1,3,0,0,1,0,60,1,0,0
6454,40,104719,10,0,2,0,1,0,0,40,1,1,1
6455,55,163083,14,0,2,0,1,0,0,40,1,0,1
6456,33,403552,9,1,3,3,1,0,0,32,1,1,1
6457,62,218009,9,0,2,0,1,0,1,60,1,0,1
6458,47,179313,6,1,0,0,0,0,0,30,1,1,1
6459,26,51961,8,1,5,3,1,0,0,51,1,1,1
6460,59,426001,9,1,0,0,0,0,0,20,0,1,1
6461,70,176493,10,1,3,0,0,0,0,17,1,1,0
6462,26,124068,10,1,3,0,0,0,0,20,1,1,1
6463,47,108510,6,0,2,0,1,0,0,65,1,1,1
6464,25,181528,14,1,3,0,0,0,0,43,1,1,1
6465,52,173754,15,0,2,0,1,1,0,60,1,0,2
6466,46,169699,9,0,2,0,1,0,0,40,1,1,1
6467,67,126849,6,0,2,1,1,0,0,20,1,1,1
6468,34,204470,14,0,2,0,1,0,0,50,1,0,1
6469,53,116367,10,1,5,0,0,1,0,40,1,1,0
6470,22,117363,13,1,3,0,0,0,0,35,1,1,1
6471,39,106297,9,1,4,0,1,0,0,42,1,1,0
6472,54,108933,9,0,2,0,1,0,0,35,1,1,2
6473,24,190143,13,0,2,0,1,0,0,40,1,1,1
6474,37,246677,9,1,0,0,0,0,0,38,1,1,1
6475,38,175360,6,1,3,0,1,0,1,90,1,0,1
6476,41,210259,14,1,3,3,0,0,0,40,1,1,0
6477,36,166304,9,0,2,0,1,0,0,33,1,1,1
6478,43,303051,11,0,2,0,1,1,0,40,1,0,1
6479,39,49308,13,1,3,0,1,0,0,40,1,1,1
6480,26,192262,13,1,4,0,1,0,0,45,1,1,1
6481,49,192349,14,1,3,0,0,1,0,40,1,1,0
6482,37,48063,13,0,2,0,1,0,0,55,1,0,2
6483,43,170214,10,0,2,0,1,0,0,50,1,0,1
6484,54,51048,9,0,2,0,1,0,0,40,1,0,0
6485,53,246562,3,0,2,0,1,0,0,40,0,0,2
6486,57,215175,14,0,2,0,1,0,0,60,1,1,0
6487,28,114967,13,0,2,0,1,0,0,40,1,0,1
6488,29,464536,13,0,2,0,1,0,0,40,1,1,1
6489,21,451996,9,1,4,0,1,0,0,40,1,1,1
6490,51,138852,9,0,2,0,1,0,0,40,1,1,1
6491,46,353012,9,0,2,0,1,0,0,40,1,1,0
6492,50,321822,15,0,2,0,1,0,0,75,1,0,2
6493,50,324506,9,1,0,2,0,0,0,48,0,1,2
6494,36,162256,9,1,0,0,0,0,0,40,1,1,1
6495,31,356689,13,0,2,0,1,0,0,40,1,1,0
6496,20,260199,9,1,4,0,0,0,0,10,1,1,1
6497,36,103605,9,0,2,0,1,0,0,40,1,1,1
6498,38,316211,9,1,4,0,1,0,0,40,1,1,1
6499,37,308691,13,0,2,0,1,0,0,45,1,0,1
6500,39,194404,14,0,2,0,1,1,0,40,1,0,1
6501,18,334427,6,1,4,0,1,0,0,36,1,1,1
6502,33,213226,9,1,3,0,1,0,0,50,1,1,1
6503,35,342824,9,1,3,0,0,1,0,40,1,1,1
6504,23,33105,10,1,4,1,1,0,0,40,1,1,1
6505,37,147638,13,1,0,2,0,0,0,36,0,1,1
6506,25,315643,9,0,2,0,1,0,0,30,1,1,1
6507,51,106257,12,0,2,3,1,0,0,40,1,1,0
6508,35,342768,9,0,2,0,1,0,0,40,1,1,1
6509,54,108960,7,0,2,0,1,0,0,40,1,1,1
6511,32,136935,9,1,0,3,0,0,0,13,1,1,1
6512,37,188774,13,1,3,0,1,0,0,55,1,0,2
6513,29,280344,13,0,2,0,1,0,0,40,1,0,1
6514,45,202496,13,0,2,0,1,0,0,37,1,1,1
6515,61,134768,10,0,2,0,1,0,0,40,1,1,2
6516,40,175686,10,1,0,0,0,0,0,40,1,1,1
6517,24,194748,9,1,3,0,0,0,0,49,1,1,1
6518,49,61307,4,0,2,4,1,0,0,38,1,1,1
6519,51,165001,14,1,0,0,1,1,0,50,1,0,2
6520,34,325658,9,0,2,0,1,0,0,40,1,1,1
6522,20,505980,10,1,4,0,1,0,0,40,1,1,1
6523,30,185336,10,1,0,3,0,0,0,37,1,1,1
6524,49,362795,14,1,0,0,1,1,0,80,0,0,2
6525,26,126829,10,1,3,0,1,0,0,40,1,1,1
6526,63,264600,6,0,2,0,1,0,0,45,1,1,1
6527,36,82743,12,1,3,0,1,0,0,55,0,1,1
6528,63,125178,13,0,2,0,1,0,0,40,1,0,2
6529,22,128487,9,1,3,0,0,0,0,10,1,1,1
6530,40,321758,9,0,2,0,1,0,0,40,1,0,1
6531,31,128220,4,1,3,0,0,0,0,35,1,1,1
6532,49,176814,10,0,2,0,1,0,0,50,0,1,1
6534,23,156423,13,1,4,0,0,0,0,20,1,1,0
6535,25,169905,11,1,3,0,1,1,0,40,1,0,1
6537,28,176972,13,0,2,0,1,0,0,45,1,0,1
6538,44,171424,10,1,3,0,1,0,1,35,1,1,2
6539,33,91811,9,1,3,0,1,0,0,40,1,1,1
6540,21,203924,10,1,3,0,1,1,0,45,1,1,1
6541,55,177484,7,0,2,3,1,0,1,40,1,1,1
6543,75,242108,9,1,3,0,1,1,0,15,1,1,2
6544,61,132972,5,1,0,3,0,0,0,40,1,1,1
6545,53,157947,9,1,3,0,0,0,0,40,1,1,1
6546,26,177482,12,0,2,0,1,0,0,45,1,0,0
6547,48,246891,10,1,0,0,1,0,0,50,1,0,1
6548,28,158834,14,0,2,0,1,0,0,50,1,0,0
6550,29,110442,9,0,2,0,1,0,0,45,1,1,1
6551,25,240676,10,1,4,0,0,0,0,40,1,1,1
6552,37,192939,9,0,2,0,1,0,0,40,1,1,1
6553,43,260696,13,1,0,0,0,0,0,55,1,1,0
6554,40,55363,9,0,2,0,1,0,0,40,1,1,0
6555,34,144949,6,0,2,0,1,0,0,45,1,0,1
6556,55,116878,16,0,2,0,1,1,0,30,1,0,1
6557,31,357954,12,1,3,0,1,0,0,20,1,1,0
6559,32,190290,9,0,2,0,1,0,0,40,0,1,2
6560,26,203279,15,1,3,2,1,1,0,50,0,1,0
6561,26,167761,13,0,2,0,1,0,0,50,1,0,1
6562,44,138845,10,0,2,0,1,0,0,40,1,1,1
6563,49,144844,9,0,2,0,1,0,0,52,1,0,1
6565,26,55743,9,1,0,3,0,0,0,30,1,1,1
6566,40,117721,9,0,2,0,1,0,0,60,1,1,2
6567,19,116385,7,1,3,0,0,0,0,40,1,1,2
6568,58,301867,9,0,2,0,1,0,0,40,1,1,1
6569,61,238913,11,0,2,0,1,0,0,40,1,0,1
6570,28,123983,10,0,4,2,1,0,0,63,0,1,2
6571,26,165510,13,1,4,0,1,0,0,40,1,1,1
6572,64,183513,9,1,3,0,0,0,0,25,1,1,1
6573,42,119281,13,0,2,0,1,0,0,60,1,0,2
6574,41,152629,10,0,2,0,1,0,0,40,1,0,1
6575,45,110171,9,1,3,0,1,0,0,40,1,1,1
6576,39,211440,13,0,2,0,1,0,0,50,1,0,1
6577,41,359259,9,0,2,0,1,0,0,40,1,1,0
6578,51,125796,7,1,3,3,0,0,0,40,0,1,1
6579,34,39609,11,1,0,0,0,0,0,40,1,1,1
6580,33,111567,14,0,2,0,1,0,1,45,0,0,1
6581,23,44064,10,1,3,0,1,0,1,40,1,0,1
6582,35,120066,10,0,2,1,1,0,0,60,1,1,2
6583,41,132633,7,1,0,0,0,0,0,25,0,1,1
6584,39,192702,14,1,3,0,0,0,0,50,1,1,1
6585,41,166813,10,0,2,0,1,0,0,55,1,1,1
6586,33,40444,10,0,2,0,1,0,0,40,1,1,2
6587,22,290504,9,1,5,0,1,0,0,40,1,1,1
6588,25,178505,10,1,5,0,0,0,1,45,1,1,1
6589,25,175370,10,1,4,0,0,0,0,40,1,1,1
6590,77,72931,4,1,3,0,1,0,0,20,0,0,2
6592,66,284021,9,1,3,0,0,0,0,40,1,1,1
6593,19,277974,10,1,4,0,1,0,0,35,1,1,1
6594,44,111275,9,1,0,3,0,0,0,38,1,1,1
6595,45,191776,14,1,0,0,0,1,0,42,1,0,2
6596,28,125527,10,1,3,0,1,0,0,50,1,1,1
6597,19,38294,9,1,5,0,1,1,0,40,1,1,1
6598,43,313022,9,0,2,3,1,1,0,40,1,0,1
6599,39,179668,13,0,2,0,1,1,0,40,1,0,1
6600,33,198660,13,0,2,0,1,0,0,50,1,1,1
6601,44,216116,9,1,3,3,0,0,0,40,0,1,1
6602,62,200922,4,1,3,0,0,0,0,40,1,1,1
6603,40,153372,10,0,2,0,1,0,0,50,1,0,1
6604,41,406603,9,1,3,0,1,0,0,6,0,1,1
6605,23,248344,10,1,3,3,1,0,0,30,1,1,0
6606,48,240629,9,0,2,0,1,0,0,40,0,0,1
6607,38,314310,14,0,2,0,1,0,0,45,1,1,1
6608,37,259785,14,0,2,0,1,0,0,50,1,0,1
6609,45,127111,14,0,2,0,1,0,0,55,1,0,1
6610,29,178272,9,0,2,0,1,0,0,40,1,1,1
6611,66,75134,9,1,0,0,0,0,0,25,1,1,0
6612,19,195985,9,1,3,0,0,0,0,50,1,1,1
6613,23,221955,5,1,5,0,1,0,0,39,0,1,1
6614,34,177675,13,0,2,0,1,0,0,40,1,0,1
6615,39,182828,14,1,3,0,0,0,0,45,1,1,1
6616,33,270889,9,1,3,0,1,0,0,60,1,1,2
6617,43,183096,10,1,0,0,0,0,0,10,1,1,1
6618,27,336951,9,0,2,0,1,0,0,99,1,1,1
6619,33,295589,10,1,4,3,1,0,0,35,1,1,0
6620,26,289980,3,0,2,0,1,0,0,30,0,1,1
6621,56,70720,14,1,3,0,1,1,0,60,1,0,2
6622,46,163352,9,0,2,0,1,0,0,36,1,1,1
6623,38,190776,12,1,0,0,0,0,0,40,1,1,1
6624,90,313986,7,0,2,0,1,0,0,40,1,1,1
6625,72,473748,10,0,2,0,1,0,0,25,1,0,2
6626,20,163003,9,1,0,2,0,0,0,15,1,1,1
6627,29,183061,9,0,2,1,1,0,0,48,1,1,1
6628,49,123584,7,0,2,0,1,0,0,75,1,1,1
6629,23,120910,9,1,0,0,0,0,0,35,1,1,1
6630,20,227554,10,1,4,3,0,0,0,18,1,1,1
6631,57,182677,13,0,2,2,1,1,0,40,0,1,1
6632,46,214955,12,1,0,0,0,0,0,40,1,1,1
6633,33,209768,13,0,2,0,1,0,0,40,1,0,1
6634,24,258120,13,1,3,0,1,0,0,55,0,1,1
6635,49,110015,11,0,2,0,1,0,0,45,0,1,1
6636,54,152652,9,0,2,0,1,0,0,65,1,1,1
6637,46,43206,16,1,3,0,0,0,1,50,1,0,0
6638,31,114639,11,0,2,0,1,0,0,50,1,1,2
6639,43,221172,15,0,2,0,1,0,1,40,1,0,2
6641,19,131615,9,1,4,0,1,0,0,40,1,1,1
6642,46,353824,12,1,3,0,1,0,0,40,1,1,1
6643,43,178417,13,1,3,0,1,0,0,40,1,1,1
6644,58,178644,9,1,0,0,1,0,0,40,1,1,1
6645,43,271665,9,0,2,0,1,0,0,45,1,1,2
6647,21,169003,8,1,4,3,1,0,0,25,1,1,0
6648,52,338816,14,1,3,0,1,0,0,70,1,0,0
6649,34,506858,11,0,2,0,1,0,0,32,1,0,1
6650,28,265628,11,1,4,0,0,0,0,40,1,1,1
6651,34,173495,9,1,3,0,1,0,0,40,1,1,1
6652,29,177413,9,0,2,0,1,0,0,40,1,0,1
6653,39,31670,9,0,2,0,1,0,0,65,1,1,1
6654,49,154451,7,1,0,3,0,0,0,35,1,1,1
6655,35,265535,10,0,2,3,1,0,0,50,0,0,1
6656,31,118941,10,1,4,0,0,0,0,20,1,1,1
6657,18,214617,10,1,4,0,1,0,0,30,1,1,1
6658,47,265097,9,0,2,0,1,1,0,40,1,0,0
6659,46,276087,9,0,2,0,1,1,0,50,1,1,1
6660,43,124692,13,0,2,0,1,0,0,40,1,0,1
6661,51,306784,9,0,2,0,1,1,0,40,1,0,0
6662,21,434102,10,1,3,0,0,0,0,40,1,1,1
6664,31,181824,13,0,1,0,0,0,1,35,1,0,0
6665,39,177907,9,0,2,0,1,0,1,40,1,0,0
6666,58,87329,7,0,2,0,1,0,0,48,1,1,1
6667,36,263130,14,1,3,0,0,0,0,40,1,1,1
6668,38,262882,9,0,1,0,0,0,0,40,1,1,1
6669,31,37546,13,0,1,0,0,0,1,35,1,0,1
6670,19,27433,7,1,3,0,1,0,0,40,1,1,1
6671,38,393945,11,1,3,0,0,0,0,36,1,1,1
6672,26,173927,11,1,4,4,0,0,0,60,0,1,1
6673,38,343403,12,1,3,0,0,0,0,16,1,1,1
6674,36,111128,10,0,2,0,1,0,0,45,1,1,1
6675,40,193882,9,0,2,0,1,0,0,45,1,0,1
6677,41,128354,13,0,1,0,0,0,0,25,1,0,1
6678,33,113364,9,1,3,0,1,0,0,45,1,1,1
6680,51,136913,9,0,2,0,1,0,0,40,1,1,1
6681,34,115488,9,0,2,0,1,0,0,40,1,1,1
6682,33,154227,11,1,3,0,1,0,0,40,1,1,1
6683,25,279667,6,0,2,0,1,0,0,45,1,1,1
6684,30,281030,9,1,0,0,1,0,0,66,1,1,2
6685,19,283945,10,1,4,0,1,0,0,25,1,1,1
6686,47,454989,9,0,1,0,0,0,0,40,1,0,1
6687,26,391349,13,1,3,0,0,0,0,40,1,1,1
6688,21,166704,10,1,4,0,0,0,0,14,1,1,0
6689,36,151835,9,0,2,0,1,0,0,60,1,0,1
6690,60,199085,6,0,2,0,1,0,0,40,1,1,1
6691,28,61487,9,1,0,3,1,0,0,40,1,1,1
6692,19,120251,9,1,4,0,0,0,0,14,1,1,1
6693,42,273230,13,0,2,0,1,0,0,90,1,1,1
6694,36,358373,9,1,3,3,0,0,0,36,1,1,1
6695,35,267891,9,0,1,0,0,0,0,38,1,1,1
6696,22,234880,10,1,4,0,0,0,0,25,1,1,1
6697,54,48358,9,0,2,0,1,0,0,40,1,0,1
6698,36,96452,13,0,2,0,1,0,0,45,1,1,1
6699,55,204751,9,0,2,0,1,0,0,65,1,1,1
6700,57,375868,14,0,2,0,1,0,0,40,1,1,1
6701,56,413373,4,0,2,0,1,0,0,36,1,1,1
6702,24,537222,9,0,2,0,1,0,0,50,1,1,1
6703,35,33975,13,0,2,0,1,0,0,40,1,0,0
6704,51,162327,7,1,3,0,1,0,0,40,1,1,2
6705,34,182691,9,1,4,0,1,0,0,44,1,1,1
6706,36,300829,12,1,0,0,0,0,0,42,1,1,1
6707,51,114508,5,1,5,0,0,0,0,40,1,1,0
6708,46,214627,16,0,2,0,1,0,0,60,1,0,2
6709,42,129684,9,1,3,3,0,1,0,50,1,1,1
6710,25,120041,13,1,3,0,0,0,0,40,1,1,0
6711,22,361138,9,1,5,0,1,0,0,50,1,1,1
6712,37,76893,9,0,2,0,1,0,0,40,1,1,1
6713,48,205424,13,1,0,0,1,0,0,40,1,0,1
6714,61,176839,13,0,2,0,1,1,0,50,1,0,1
6715,40,229148,8,0,2,3,1,0,0,40,0,1,1
6716,58,154537,9,0,1,0,0,0,0,20,1,0,2
6717,52,181901,9,1,5,0,1,0,0,20,0,1,1
6718,18,152004,7,1,4,3,1,0,0,20,1,1,1
6719,27,205188,6,0,2,0,1,0,0,40,1,1,1
6720,48,30840,10,0,2,0,1,1,0,45,1,1,2
6721,63,66634,5,0,2,0,1,0,0,16,1,1,1
6722,38,180220,9,0,2,0,1,0,0,60,1,1,2
6723,31,291052,10,0,2,0,1,0,1,40,1,1,1
6724,40,99651,10,0,2,0,1,0,0,60,1,1,2
6725,41,327723,9,1,3,0,1,0,0,40,1,1,1
6726,28,32291,13,1,3,0,0,1,0,40,1,1,1
6727,31,345122,15,1,3,0,1,1,0,50,1,0,1
6728,32,127384,11,0,2,0,1,0,0,55,1,0,1
6729,30,363296,9,1,0,3,1,0,0,72,1,1,1
6730,39,86551,9,1,3,0,1,0,1,40,1,1,0
6731,28,30070,13,0,2,0,1,0,0,50,1,1,1
6732,31,595000,9,1,5,3,0,0,0,35,1,1,1
6735,44,111483,14,0,2,0,1,0,0,40,1,0,0
6736,22,199555,10,1,4,0,1,0,0,25,1,1,1
6738,36,218490,12,0,2,0,1,0,0,35,1,1,1
6739,39,49020,14,1,3,0,1,0,1,40,1,1,1
6740,61,213321,10,0,2,0,1,0,1,40,1,1,1
6741,31,159187,9,1,4,0,1,0,0,40,1,1,1
6742,21,83033,10,1,3,0,0,0,0,25,0,1,1
6743,39,31848,10,0,2,0,1,1,0,90,1,1,2
6744,34,24961,9,0,2,0,1,0,0,80,1,1,2
6745,21,182117,10,1,4,0,1,0,0,15,1,1,1
6746,75,146576,13,1,0,0,1,0,0,48,1,0,2
6747,21,176690,10,1,4,0,1,0,0,24,1,1,1
6748,81,122651,10,0,2,0,1,0,0,15,1,1,1
6749,54,149650,9,1,3,0,1,0,0,40,0,1,2
6750,34,454508,13,0,2,0,1,0,0,65,0,1,1
6751,54,269068,15,0,2,2,1,1,0,50,0,0,2
6752,41,266530,9,0,2,1,1,0,0,45,1,1,1
6754,63,133144,9,0,2,0,1,1,0,20,1,1,1
6755,24,217961,10,1,3,0,1,0,0,40,1,1,1
6756,20,221661,9,0,1,0,0,0,0,40,0,1,1
6757,44,60735,13,1,4,0,0,0,0,60,1,1,0
6758,47,121124,13,0,2,0,1,0,0,40,1,0,2
6759,31,48588,10,0,2,0,1,0,0,40,1,1,1
6760,41,48087,4,1,3,0,1,0,1,40,1,1,1
6761,53,240138,9,0,2,0,1,0,0,60,1,1,2
6762,63,273010,9,0,1,0,0,1,0,40,1,1,1
6763,44,104196,14,0,2,0,1,0,0,45,1,0,1
6764,37,230035,9,0,2,0,1,0,0,46,1,0,1
6765,28,38918,10,0,2,0,1,0,0,50,0,0,1
6767,57,176079,9,1,3,0,0,0,0,40,1,1,1
6768,22,180052,10,1,4,0,1,0,0,10,1,1,1
6769,33,173005,13,0,2,0,1,0,1,45,1,0,0
6770,30,378723,10,1,4,0,0,0,0,55,1,1,1
6771,20,233624,9,1,4,0,1,0,0,40,1,1,1
6772,28,192591,13,1,3,0,0,0,0,45,1,1,1
6773,54,249860,7,1,0,3,0,0,0,10,1,1,1
6774,20,247564,9,1,4,0,1,0,0,35,1,1,1
6775,34,238912,9,0,2,0,1,0,0,40,1,1,1
6776,21,190227,10,1,4,0,1,0,0,40,1,1,1
6777,29,293287,10,1,0,0,0,0,0,40,1,1,0
6778,51,180807,10,1,0,0,0,0,0,40,1,1,1
6779,39,250217,9,1,3,3,0,0,0,70,1,1,1
6780,19,217418,10,1,5,3,0,0,0,38,1,1,1
6781,22,137510,9,1,4,0,1,0,0,40,1,1,0
6782,59,163047,10,1,3,0,0,0,0,38,1,1,0
6783,18,577521,7,1,4,0,1,0,0,13,1,1,1
6784,22,221533,9,1,3,0,1,0,0,20,1,1,1
6785,42,255675,10,0,2,0,1,0,0,40,1,0,0
6786,39,114079,12,1,3,0,1,0,0,40,1,1,1
6787,31,155781,13,0,2,0,1,0,0,40,1,0,1
6788,28,243762,7,1,0,0,0,0,0,40,1,1,1
6789,22,113062,13,1,4,0,0,0,0,7,1,1,1
6790,67,217028,14,1,3,0,0,0,0,40,1,1,1
6791,17,110723,7,1,4,0,0,0,0,25,1,1,1
6792,47,191858,12,0,2,0,1,0,0,40,1,0,0
6793,23,179423,13,1,3,0,0,0,0,5,1,1,1
6794,20,339588,9,0,1,0,0,0,0,40,0,1,1
6795,22,206815,9,1,0,0,0,0,0,40,0,1,1
6796,47,103743,4,0,2,0,1,0,0,40,1,1,0
6797,49,235683,10,0,1,0,0,0,0,40,1,0,1
6799,35,197495,10,1,3,3,0,0,0,40,1,1,0
6800,52,424012,10,1,3,0,0,0,0,40,1,1,0
6801,29,178469,9,1,3,0,0,0,0,40,1,1,1
6802,73,92886,6,1,0,0,0,0,0,40,0,1,2
6803,38,214008,9,0,2,0,1,0,0,50,1,0,2
6804,59,325732,9,0,2,0,1,0,1,52,1,0,2
6805,35,28572,10,0,2,0,1,1,0,35,1,1,1
6806,18,118376,10,1,4,0,0,0,0,15,1,1,1
6807,24,51799,9,0,1,3,0,0,0,40,1,1,1
6808,33,115488,13,0,2,0,1,0,0,50,1,1,0
6809,40,190621,10,1,5,3,0,0,0,55,1,1,1
6810,55,193568,9,1,3,0,0,0,0,40,1,1,1
6811,44,192878,9,1,3,0,1,0,0,40,1,1,1
6812,40,264663,13,1,4,0,0,0,0,60,1,1,1
6813,22,234731,9,1,4,0,1,0,0,40,1,1,1
6814,55,308373,10,0,1,0,0,0,0,40,1,0,1
6815,45,205644,9,1,3,0,0,0,0,26,1,1,1
6816,47,321851,13,1,3,0,0,0,0,50,1,0,0
6817,56,206399,9,0,2,0,1,0,0,40,1,1,1
6818,44,124563,9,0,2,3,1,0,0,40,1,1,1
6819,32,198211,10,1,3,0,1,0,0,38,1,1,0
6820,17,130795,6,1,4,0,1,0,0,20,1,1,1
6821,44,71269,10,1,3,0,1,0,0,50,1,1,1
6822,32,319280,12,1,3,0,1,0,0,80,1,1,2
6823,35,125933,13,0,2,0,1,0,0,60,1,0,1
6824,27,107236,9,0,2,0,1,0,0,40,1,1,1
6825,32,32732,9,0,2,0,1,0,0,50,1,1,1
6826,68,284763,7,1,3,0,1,0,0,70,1,1,1
6827,20,112668,10,1,4,0,0,0,0,20,1,1,1
6828,33,376483,10,1,3,3,0,0,0,40,1,1,1
6829,24,402778,5,1,4,0,1,0,0,12,1,1,1
6830,48,36177,9,0,2,0,1,0,0,45,1,1,1
6831,45,125489,14,1,0,0,0,0,0,50,1,1,1
6832,48,304791,10,1,3,0,0,0,0,40,1,1,1
6833,28,209205,14,0,2,0,1,0,0,45,1,0,1
6835,39,178100,14,1,0,0,0,0,0,40,1,1,0
6836,23,70261,10,1,4,0,1,0,0,30,1,1,1
6837,23,186634,8,1,3,0,1,0,0,40,1,1,0
6838,36,32958,10,1,5,0,0,0,0,40,1,1,1
6839,25,254746,13,0,1,0,0,0,0,40,1,1,1
6840,52,158746,9,1,0,0,1,0,0,40,1,1,1
6841,35,140854,9,0,2,0,1,0,0,40,1,1,2
6842,41,51506,9,0,2,0,1,0,0,40,1,1,1
6843,45,189564,13,0,1,0,0,0,0,42,1,0,1
6845,58,213975,11,1,3,0,0,0,0,40,1,1,1
6846,67,431426,9,0,1,0,0,0,0,2,1,1,2
6847,48,199763,9,0,1,0,0,0,0,8,1,1,1
6848,63,161563,9,0,2,0,1,0,0,48,1,1,1
6849,24,252024,10,0,2,0,1,0,0,72,1,0,0
6850,43,43945,10,0,2,0,1,0,0,40,1,0,1
6851,36,178487,9,1,4,0,1,0,0,60,1,1,1
6852,32,604506,9,0,4,0,1,0,0,72,0,1,1
6853,36,228157,10,1,3,2,1,0,0,40,0,1,1
6854,43,199191,10,1,3,0,0,0,0,50,1,1,1
6855,27,189775,9,1,3,3,0,0,0,40,1,1,1
6856,17,171080,7,1,4,0,1,0,0,12,1,1,1
6857,45,117310,13,1,3,0,0,0,0,46,1,1,1
6858,41,82049,9,0,2,0,1,0,0,40,1,1,2
6859,41,126094,9,0,2,0,1,0,0,38,1,1,2
6861,48,246392,12,1,3,3,0,0,0,40,1,1,0
6863,26,292803,10,1,4,0,0,0,0,24,1,1,1
6864,54,286989,1,0,2,0,1,0,0,60,1,1,1
6865,22,190483,10,1,4,0,0,0,0,48,0,1,1
6866,19,235849,9,1,4,0,1,0,0,35,1,1,1
6867,47,359766,4,1,5,3,1,0,0,40,1,1,1
6868,32,128016,9,1,0,0,0,0,0,20,1,1,1
6869,46,360096,13,0,2,0,1,1,0,60,1,0,1
6870,30,170154,13,1,3,0,0,0,0,40,1,0,1
6871,35,337286,14,1,3,2,1,0,0,40,1,1,1
6872,52,204322,11,0,2,0,1,1,0,40,1,1,1
6873,73,143833,8,0,2,0,1,0,0,18,1,1,2
6874,17,365613,6,1,4,0,1,0,0,10,0,1,1
6875,32,100135,13,1,0,0,0,0,0,32,1,1,1
6876,43,180096,14,0,2,0,1,0,0,40,1,0,0
6878,26,61270,9,1,0,4,0,0,0,40,0,1,1
6879,41,564135,14,0,2,0,1,0,0,40,1,0,0
6880,49,198759,12,0,2,0,1,1,0,60,1,0,1
6881,52,303462,10,1,0,0,1,0,0,40,1,1,0
6882,35,193106,9,1,0,0,0,0,0,32,1,1,1
6883,57,250201,7,0,2,0,1,0,0,52,1,1,1
6884,35,200426,11,1,0,0,0,0,0,44,1,1,1
6885,33,222654,13,1,3,0,1,0,0,40,1,1,1
6886,56,53366,4,1,0,0,1,0,0,40,1,1,1
6887,42,132222,13,1,4,0,1,0,0,60,1,1,1
6888,17,100828,10,1,4,0,1,0,0,20,1,1,1
6889,49,31264,9,1,3,0,0,0,0,35,1,1,1
6890,39,202027,15,0,2,0,1,0,0,45,1,0,1
6891,34,168906,10,1,0,0,0,0,0,50,1,1,2
6892,37,255454,10,1,3,3,1,0,0,40,1,1,2
6893,22,245524,8,1,3,0,1,0,0,35,1,1,1
6894,27,386040,11,0,2,0,1,0,0,40,0,1,1
6895,21,35424,10,1,4,0,0,0,0,25,1,1,1
6897,44,152629,13,0,2,0,1,1,0,40,1,0,1
6898,53,151159,6,1,3,0,1,0,0,99,1,1,2
6899,26,410240,7,1,3,0,1,0,0,40,1,1,1
6900,48,138970,13,0,2,0,1,0,0,45,1,0,1
6901,39,269722,13,0,2,0,1,0,0,70,1,1,1
6902,34,223678,9,1,0,1,0,0,0,32,1,1,1
6903,54,197184,13,0,2,0,1,0,0,38,1,1,0
6904,36,143486,9,0,2,0,1,1,0,50,1,0,1
